389.65,781.584,1095.89,153.957,2003.13,2241.68,2915.72
386.357,991.479,1094.02,107.753,1802.82,2098.36,2606.92
385.155,906.708,1091.22,1523.81,1800.28,2277.58,2487.05
385.542,870.541,1091.45,1548.23,1800.91,2092.36,2487.85
385.055,852.14,1104.21,1545.52,1985.73,2083.33,2538.68
384.982,837.505,1096.99,1541.55,1714.67,2077.36,2522.17
384.401,953.892,1100.74,1525.11,1714.18,2105.26,2506.29
384.283,849.891,1096.12,1536.61,1815.92,2368.73,2691.2
383.565,857.609,1165.52,1534.36,1805.93,2200.15,2477.95
383.452,848.025,1097.49,1521.27,1791.96,2204.62,2484.47
382.983,833.023,1095.12,1518.71,1802.59,2198.97,2794.21
382.546,833.474,1093.47,1526.23,1965.7,2065.9,2804.97
382.661,764.671,1089.08,1522.83,1695.02,2161.6,2388.75
382.163,764.929,1086.65,1520.84,1768.48,2152.29,2371.31
381.755,766.314,1080.05,1516.95,1939.59,2131.2,2654.13
381.812,764.208,1076.93,1516.36,1669.25,1993.96,2261.73
381.721,765.874,1075.47,1504.11,1663.86,2098.16,2126.04
381.463,763.47,1081.28,1509.53,1655.89,1957.19,2124.09
381.383,762.741,1069.9,1507.75,1647.36,2058.57,2306.09
381.27,762.881,1070.28,1508.1,1645.35,2042.61,2506.85
381.287,762.705,1078.22,1496.66,1648.07,1950.51,2148.51
381.319,762.978,1067.19,1504.84,1707.29,1927.45,2051.28
381.446,762.299,1076.77,1504.57,1690.11,1929.99,2264.09
381.345,762.245,1066.19,1500.95,1693.78,2024.92,2396.63
381.334,762.159,1075.88,1501.15,1893.16,2015.88,2110.4
381.341,762.446,1075.21,1496.6,1636.27,2011.73,2127.33
381.293,762.157,1064.76,1500.65,1633.58,2007.44,2018.1
381.212,762.31,1074.37,1501.47,1857.96,2007.28,2123.47
381.375,762.202,1074.11,1502.23,1636.54,2014,2365.99
381.206,763.602,1074.04,1499.82,1885.31,2082.77,2116.64
381.318,763.855,1074.64,1498.71,1630.71,1915.71,2156.64
381.307,763.51,1074.76,1500.37,1632.39,2009.52,2122.83
381.224,763.64,1062.67,1501.12,1683.41,2007.51,2010.76
381.213,763.576,1074.49,1499.29,1691.02,2009.42,2111.49
381.218,763.632,1074.42,1491.59,1634.98,2006.72,2117
381.305,763.521,1074.3,1500.29,1690.02,2008.54,2126.64
381.192,761.929,1171.03,1499.07,1628.05,2013.01,2097.71
381.299,763.855,1074.42,1491.34,1684.21,2003.13,2097.27
381.13,763.887,1074.31,1498.42,1689.23,2005.71,2123.08
381.134,762.086,1063.92,1499.79,1630.73,2007.37,2115.09
381.273,763.556,1063.34,1499.26,1680.97,2009.73,2171.65
381.323,761.872,1074.41,1492.17,1885.39,2004.4,2417.48
381.346,762.01,1073.87,1499.52,1682.31,2005.76,2342.83
381.177,761.833,1073.78,1491.53,1880.66,2003.13,2102.98
381.321,761.794,1073.95,1500.7,1678.17,2008.44,2125.46
381.426,761.885,1074.33,1499.21,1632.7,2010.86,2349.47
381.327,762.069,1063.59,1499.17,1630.4,2053.31,2118.76
381.39,761.99,1074.39,1497.59,1882.58,1998.44,2103.17
381.281,762.127,1062.85,1499.9,1694.72,1999.36,2113.85
381.268,761.687,1074.6,1499.64,1883.13,1998.5,2127.31
381.355,761.78,1074.32,1499.72,1628.38,1919.21,2105.87
381.334,761.713,1061.7,1498.29,1882.14,2239.87,2102.87
381.342,761.717,1073.91,1492.1,1629.16,1961.49,2044.61
381.322,762.039,1063.61,1498.63,1633.31,1913.57,2112.15
381.334,761.971,1073.86,1498.86,1630.16,2247.19,2103.06
381.289,761.524,1073.81,1498.61,1878.8,2238.04,2343.94
381.261,761.881,1063.7,1498.74,1879.15,1902.33,2006.6
381.397,761.772,1062.85,1499.01,1632.33,2001.24,2113.05
381.401,761.774,1074.5,1498.56,1691.07,1910.59,2086.13
541.933,762.011,1074.8,1499.09,1692.9,2055.23,2115.88
542.912,761.771,1063.5,1498.77,1677.98,1930.57,2114.04
543.271,761.817,1074.36,1498.55,1689.77,2059.16,2123.91
543.546,761.869,1065.38,1491.46,1878.84,2013.94,2128.66
543.409,761.961,1529.7,1498.8,1691.13,1911.47,2100.57
543.443,763.534,1526.55,1497.21,1882.05,2006.12,2126.03
543.549,763.364,1527.72,1497.34,1629.63,1906.74,2149.78
543.738,762.081,1538.74,1498.25,1633.09,2003.08,2010.03
543.531,761.605,1535.8,1498.03,1691.18,1913.01,2110.47
543.638,763.492,1526.21,1498.78,1629.58,1933.41,2119.31
543.353,763.554,1510.83,1498,1696.65,2012.58,2115.15
543.869,763.614,1546.45,1499.08,1693.59,1925.02,2359.17
543.595,763.54,1552.53,1498.73,1628.44,1909.46,2124.48
543.341,763.605,1537.3,1498.52,1627.65,1912.68,2144.4
543.721,761.88,1529.57,1499.71,1630.4,1904.61,2111.27
543.758,763.62,1537.16,1497.64,1629.85,2014.99,2012.03
543.567,763.382,1544.25,1498.11,1881.99,1916.05,2060.75
544.125,763.552,1548.42,1498.1,1849.19,2014.22,2117.16
543.735,763.706,1546.2,1499.08,1626.69,1999,1995.48
543.288,761.819,1536.47,1498.38,1632.73,2002.02,2132.34
543.758,763.524,1542.94,1498.85,1882.6,1917.03,2124.61
543.701,761.591,1511.39,1498.85,1629.98,2000.77,2050.19
543.851,763.579,1540.31,1498.89,1883.94,2224.58,2124.57
543.63,763.641,1529.07,1489.44,1880.39,1916.44,2111.25
543.225,761.786,1536.48,1498.58,1675.13,2004.47,2112.38
543.875,762.124,1511.93,1498.58,1849.3,2008.31,2031.1
543.422,761.71,1542.21,1498.09,1678.28,1906.77,2112.21
544.018,761.748,1512.06,1498.02,1681.87,1925.34,2142.73
543.971,761.936,1535.04,1498.59,1680.97,1999.61,2105.5
543.576,761.935,1529.85,1492.1,1678.63,1914.88,2112.33
543.483,761.93,1537.41,1490.76,1881.86,2017.44,2100.12
543.74,761.8,1546.24,1499.62,1678.92,1923.45,2003.44
543.851,761.841,1550.56,1490.9,1678.98,1907.29,2147.38
543.74,761.973,1543.07,1491.39,1881.73,1915.52,2210.13
543.448,761.881,1515.37,1497.99,1684.92,2250.32,2011.84
543.379,761.714,1541.13,1498.53,1689.05,1916.59,2357.59
543.917,761.763,1540.7,1498.72,1848.65,1912.08,2004.73
543.615,761.713,1529.31,1490.84,1684.01,2112.28,2354.46
543.336,761.771,1530.22,1498.69,1681.52,2053.57,2024.37
543.385,761.909,1535.26,1498.6,1629.4,2001.07,2356.53
543.788,763.701,1541.24,1490.36,1689.32,1900.86,2061.62
